ticker,regular_market_price,regular_market_change,regular_market_change_percent,post_market_price,post_market_change,post_market_change_percent,previous_close,open_value,bid,ask,days_range,week_range,volume,avg_volume,market_cap,beta,pe_ratio,eps,earnings_date,dividend_yield,ex_dividend_date,year_target_est
MSFT,424.59,-0.93,-0.22%,425.35,+0.76,+0.18%,425.52,425.05,424.55 x 100,424.83 x 100,423.30 - 427.28,275.37 - 430.82,"14,244,785","22,387,506",3.155T,0.88,38.46,11.04,"Apr 23, 2024 - Apr 29, 2024",3.00 (0.71%),"May 15, 2024",424.83
